conversation_id,dialogue_id,dialogue_text,binary_label,outcome_category,archetype,product,category
10048,ENG_049,"[Buyer] Hello, could you please tell me where this Katmon Ghee comes from? I would love to know more about its production and what quality checks you have, thank you!
 [Merchant] Hello there! We get our premium Katmon Ghee straight from local dairy farms up in the northern regions of Bangladesh, which are famous for great milk. It gets processed in our modern facility with strict quality control. Every batch goes through multiple tests for purity, flavor, and nutrition, and we follow all national food safety rules!
 [Buyer] that is very kind of you to explain, please tell me, how many years have yuo been making Katmon Ghee? Also, could you share what buyers usually say about the taste and texture?
 [Merchant] We have actually been making Katmon Ghee for over two decades now! Over all these years, we built a really strong name for keeping the quality consistent and the taste amazing. Our buyers always tell us they love the rich, buttery flavor and smooth texture. They often say it makes their food smell and taste so much better!
 [Buyer] that is wonderful to hear, thank you so much. Could you kindly let me know if there are any specific health benefits to eating Katmon Ghee, and how it compares to other brands out there?
 [Merchant] Katmon Ghee has so many health benefits thanks to the natural ingredients and traditional ways we process it! It has healthy fats like conjugated linoleic acid (CLA) that help with weight management and give your immune system a nice boost. Plus, it is completely lactose-free and casein-free, so it is great if you have dairy sensitivities. Compared to other brands, our Katmon Ghee really stands out because of the superior flavor, richer color, and higher smoke point, meaning you can cook at high temperatures safely without losing any of those good properties!",no,INQUIRY_DROPOUT,Ghoster,Premium Katmon Ghee (1kg),Food
10049,ENG_050,"[Buyer] bulk discount for 5 or 10 sets adjustable dumbbells?
 [Merchant] Certainly, sir! We are delighted to offer a 5% discount for 5 sets, and a 10% discount if you purchase 10 sets. That brings the price to 3,990 taka per set for 5 sets, and 3,780 taka per set for the 10 sets.
 [Buyer] total price 10 sets with 10% off?
 [Merchant] Yes, ma'am! With the 10% discount applied, the final total for 10 sets of adjustable dumbbells comes to exactly 37,800 taka. You are getting a fantastic deal!
 [Buyer] pickup ready when?
 [Merchant] Certainly, sir! Your adjustable dumbbell sets will be fully ready for pickup within the next 3 business days. Please let us know if you have a preferred day or time to collect them.",no,INQUIRY_DROPOUT,BulkBuyer,Adjustable Dumbbell Set,Fitness
10050,ENG_051,"[Buyer] is it possible to get this delivered by tomorrow morning please? i really need to make sure.
 [Merchant] i completely understand your urgency, ma'am, and i will do my best to arrange a quick delivery. however, please keep in mind that it might depend on the courier service's availability. i will confirm everything as soon as i get more details.
 [Buyer] oh... that is a bit worrisome. i really must have it by tomorrow morning without fail. is there anything else we can try?
 [Merchant] i fully realize how important this is for you, sir. please give me a moment while i contact our express delivery partner directly to see if we can secure a morning drop-off. thank you for your patience.
 [Buyer] thank you so much, i really appreciate your help. just to be completely clear though, if it does not arrive by tomorrow morning, i will not be able to accept any delays.
 [Merchant] i understand your position completely, ma'am. i am speaking with our express delivery partner right this second to lock in an early morning slot for you. i will drop you an update very shortly. thank you for bearing with us.",no,INQUIRY_DROPOUT,DeliveryObsessed,CeraVe Moisturizing Cream,Skincare
10051,ENG_052,"[Buyer] Need real pictures of teh iPhone 15 Pro Max. Send proof of authenticity too.
 [Merchant] Hello there! I would be more than happy to send you clear pictures of the iPhone 15 Pro Max right now. I will also share the original purchase receipt and warranty card so you can check everything for your peace of mind. Please keep an eye on your inbox!
 [Buyer] Need close-ups of all screen adn back scratches. Show me every mark.
 [Merchant] Of course, it is no problem at all! I will snap some detailed close-ups of the screen and back panel right away, highlighting any minor blemishes so you can inspect them fully. They will be in your inbox shortly, and please feel free to ask if you need anything else!
 [Buyer] so has it been repaired? Is warranty active?
 [Merchant] Absolutely, I completely understand why you want to check! The iPhone 15 Pro Max has never been serviced, and it still has an active manufacturer's warranty until [specific date]. I will attach all these details right along with those close-up photos for you. Always happy to help if you have more questions!",no,INQUIRY_DROPOUT,Skeptic,iPhone 15 Pro Max (Used),Smartphone
10052,ENG_053,"[Buyer] eyeing that Sony PS5 listed at 58,000 taka... is COD available? and drop your storefront address plz
 [Merchant] Hello there! Yes absolutely, cash on delivery is fully available right across Dhaka and nearby spots. And our shop is located at House #123, Road #4A, Dhanmondi, Dhaka. Drop by anytime if you want to check it out in person, you are always welcome!
 [Buyer] thnx for that... just to double check, I can definitely pay with cash when the courier drops it off right?
 [Merchant] Yes of course! You can totally pay via cash on delivery when the package arrives at your door. Just make sure to keep the exact total of 58,000 taka ready for our delivery agent.
 [Buyer] perfect. just one more thing, what's the exact shop location again just in case I end up doing a self pickup?
 [Merchant] No problem at all! Our exact address is House #123, Road #4A, Dhanmondi, Dhaka. Whenever you decide to grab your PlayStation 5 in person, just drop us a quick text and we will keep it fully boxed and ready for you!",no,INQUIRY_DROPOUT,TrustSeeker,Sony PS5 Console,Gaming
10053,ENG_054,"[Buyer] hi love this fridge but cash is real tight rn can u do a discount maybe round 58,000 taka?
 [Merchant] right i get it... 65,000 taka is already best price for LG Inverter Refrigerator but can give u special discount. how bout 62,000 taka?
 [Buyer] uff cant stretch that far max i can push is 59,000 taka pls understand my budget issue
 [Merchant] want to help u out... lets meet halfway at 61,000 taka. thats lowest i can go while keeping fair value u okay with this?
 [Buyer] ok please, one last try can u do 59,500 taka really cant go a single taka higher than that right now
 [Merchant] right okay fine taking your offer of 59,500 taka. lets close this so u get your LG Inverter Refrigerator without stress thnx for buying from us!",no,INQUIRY_DROPOUT,LowBaller,LG Inverter Refrigerator,Home Appliance
10054,ENG_055,"[Buyer] hey there! i saw the Miyako Electric Kettle listed for 1,300 taka somewhere else... do you guys think you could match that price for me plz?
 [Merchant] Hello! Thank yuo so much for sharing that with us. Let me quickly check with our manager to see if we can do 1,300 taka for you.
 [Buyer] aw thnx so much for checking on that for me... really appreciate u trying to help out!
 [Merchant] sure i just spoke with our manager! While we always want to give you the best value, matching that exact price is a bit tough for us right now due to our current inventory costs. But we can definitely offer it to you for 1,400 taka instead, which is still a fantastic deal. How does that sound to you?
 [Buyer] thanks for trying your best with the manager... 1,400 taka is definitely better than before, but it's still a bit more than the other place... is there any way we can drop it just a tiny bit more?
 [Merchant] I completely understand where you are coming from. Let me talk to them one more time to see if we can push it further, just give me a tiny moment please!",no,INQUIRY_DROPOUT,Comparator,Miyako Electric Kettle,Kitchen
10055,ENG_056,"[Buyer] Hello, could you please explain how this Rajshahi silk saree is woven? Also, how long does it take to make one, if you don't mind me asking? Thank you.
 [Merchant] Welcome to our electronics retail and specialty curation page. Regarding your inquiry, every authentic Rajshahi silk saree is crafted via traditional handlooms operated by certified master artisans, backed by our authenticity guarantee. Production time spans from several days to multiple weeks based strictly on design complexity, covered by our standard artisan warranty of origin.
 [Buyer] Oh, that is very interesting! Could you please tell me what kind of patterns and motifs are usually featured on them, and do these styles change across different areas in Bangladesh?
 [Merchant] Our inventory features genuine Rajshahi silk sarees adhering to strict quality specifications, characterized by precise floral motifs, paisleys, geometric structures, adn traditional figures. These designs comply with authentic cultural parameters. While broad regional variations within Bangladesh are minimal, localized aesthetic preferences may introduce subtle differences in color schemes and specific motif configurations, all verified for authenticity.
 [Buyer] I understand completely. Could you please share what specific maintenance steps I need to follow to keep the fabric in good condition, and how strong is this silk compared to other types?
 [Merchant] {""text"": ""To maintain your Rajshahi silk saree according to our official product care policy, please hand wash it using a mild detergent in cold water. Do not twist or wring the fabric forcefully; instead, gently press out the moisture. Air dry the item in a shaded space away from direct sunlight. Iron strictly on low heat settings, utilizing a protective pressing cloth between the iron and the material. Regarding structural longevity, Rajshahi silk demonstrates superior durability and tensile strength under proper maintenance protocols, outperforming standard silk variants due to our premium fiber selection standards."", ""intent"": ""provide_care_instructions_and_durability""}",no,INQUIRY_DROPOUT,Ghoster,Authentic Rajshahi Silk Saree,Clothing
10056,ENG_057,"[Buyer] need this batch-tested ghee delivered by tomorrow AM sharp. Can your logistics guarantee fat-seal integrity on a next-day window?
 [Merchant] ok we acknowledge your requirement for the authentic Katmon Ghee. Standard transit protocols preclude guaranteed AM delivery. Nevertheless, our expedited courier service complies with these parameters. Shall we apply the express shipping protocol to your order?
 [Buyer] yes... lock in the express courier tier then
 [Merchant] Confirmed. We are scheduling priority dispatch for the 1kg Katmon Ghee to ensure AM arrival. The aggregate invoice including express handling is 2,050 taka. Please verify these specifications.
 [Buyer] all specs match. just double-check seal integrity and ensure doorstep drop-off by tomorrow morning
 [Merchant] Confirmed. Be assured that the 1kg Katmon Ghee will be delivered to your doorstep by tomorrow morning. Your transaction is verified and the payable total is 2,050 taka. Thank you for your patronage.",no,INQUIRY_DROPOUT,DeliveryObsessed,Premium Katmon Ghee (1kg),Food
10057,ENG_058,"[Buyer] Hello, I would like to buy the adjustable dumbbell set please. I am in a bit of a rush and prefer paying through bKash. Could you kindly share your bKash number right away?
 [Merchant] Hello there! Absolutely, I can help you out with that right now. Our bKash merchant number is +88017xxxxxxxx. Please send 4,200 taka for the adjustable dumbbell set, and remember to drop the transaction ID here as soon as you are done so we can pack your order!
 [Buyer] Thank you so much for the quick reply. I am transferring the money right this second and will share the transaction ID with you shortly, thank you again.
 [Merchant] You are very welcome! Take your time, and just let me know the transaction ID whenever it goes through. We are always here to help if you need anything else.
 [Buyer] I have just finished making the payment, please. The transaction ID is 1234567890. Could you please double check and confirm if you received it?
 [Merchant] got it, thank you so much for the transaction ID! I just checked and confirmed your payment of 4,200 taka. Your adjustable dumbbell set order is fully processed and we will hand it over for delivery very soon. Let me know if you need any other help!",yes,PURCHASE_COMMITTED,Urgent,Adjustable Dumbbell Set,Fitness
10058,ENG_059,"[Buyer] well hello, I would like to buy the CeraVe Moisturizing Cream, please. Could you kindly share some proof that it is original? I would also appreciate it if you could send some actual photos of the item.
 [Merchant] all stock direct from authorized distributor. 100% original. batch numbers provided for check. here real photos [inserts link to genuine product images] check
 [Buyer] Thank you very much for those details. Would it be possible for you to send a few close-up pictures of the box and the cream too, please? That would help me feel completely sure
 [Merchant] sure. see close-ups here. lot number, expiry date, all visible on box. check: [inserts links to high-quality close-up photos]
 [Buyer] Thank you so much for taking the time to share these close-ups. They look very promising, but could yuo please double-check and write down the exact batch number and expiration date shown in the picture so I can verify them properly?
 [Merchant] batch is B123456789. expiry is December 2025. guaranteed authentic. matches official records",no,INQUIRY_DROPOUT,Skeptic,CeraVe Moisturizing Cream,Skincare
10059,ENG_060,"[Buyer] hey u guys got that 1000W blender with 4 jars in stock rn?
 [Merchant] Yes absolutely in stock! Grab yours now for just 4,200 taka before they sell out!
 [Buyer] cool need it sent to Uttara Sector 7 today itself k? u able to do that?
 [Merchant] Definitely! Just confirm your order and complete the payment in the next 30 minutes, and we will rush it for same-day delivery!
 [Buyer] drop ur bKash digits plz paying rn. n send rider info once u send it out
 [Merchant] Wonderful choice! Our merchant number is 017XXXXXXXX. Please send the transaction ID right away after making the payment so we can book the express rider for you!
 [Buyer] done paid. Transaction ID: TRX789XYZ plz ship fast thnx
 [Merchant] Payment received successfully! Your order is being packed right now with top priority. We will share all the rider details with you in 45 mins!",yes,PURCHASE_COMMITTED,Urgent,Blender,General
10060,ENG_061,"[Buyer] hi there! could u tell me how much the waterproof laptop bag costs please?
 [Merchant] hello! It is 1,850 taka. It features a padded compartment and easily fits a 15.6 inch laptop.
 [Buyer] ok oh wow... that feels a bit much. saw some other ones around 1,200. any chance u could do 1,300?
 [Merchant] Dear, our quality is completely different and much better. The lowest we can do for you is 1,650 taka.
 [Buyer] how about 1,400 final? i can place the order right this second!
 [Merchant] Ah, I am so sorry but that is just not possible. 1,600 is our absolute lowest since it is a genuine branded item
 [Buyer] alright alright, 1,600 it is then :) do u happen to have the grey one in stock?
 [Merchant] Yes, grey is definitely available! Whenever you are ready, please drop your delivery address here",yes,PURCHASE_COMMITTED,LowBaller,Laptop Bag,General
10061,ENG_062,"[Buyer] hey i was looking at teh Jamdani saree. is it pure cotton tho?
 [Merchant] hello dear! Yes absolutely, it's 100% pure handloom cotton featuring an authentic Jamdani weave, plus the border is genuine cotton zari too!
 [Buyer] ummm wats the exact length n width? n do u guys do global shipping?
 [Merchant] The length is 5.5 meters and width is 42 inches! And yes of course, we ship worldwide safely via DHL with a small extra fee!
 [Buyer] how much will it come to overall if u send it to the UK?
 [Merchant] The saree is priced at 12,500 taka and shipping to the UK comes to 2,800, taka so your total is roughly 15,300 taka. Such a gorgeous piece, you will love it!
 [Buyer] ah ok... lemme think abt it k. thnx for the info",no,DEFERRED_CONSIDERATION,Ghoster,Jamdani Saree,General
10062,ENG_063,"[Buyer] so need that 1000W blender unit at banani by tomorrow 11 am sharp. doable?
 [Merchant] ok oh absolutely! Just lock it in and clear the bKash advance in the next hour... we'll get it right to your door by 10:30 AM tomorrow!
 [Buyer] how's the drop protection? glassware shipping is usually a nightmare. what's the drop-test rating or cushioning spec on the jar?
 [Merchant] Total peace of mind guaranteed! We wrap everything in heavy double-layer bubble wrap inside a rock-solid outer carton. If the box looks even slightly crushed, just hand it right back to the courier -- zero risk for you!
 [Buyer] ok drop your bKash. doing 50% upfront and 50% cod. though if the courier misses the deadline tomorrow, I'm backing out
 [Merchant] for express slots we do need 100% prepaid to lock in top priority with our dispatch riders! trust me, it's totally worth it. here's our merchant bKash: 017XXXXXXXX.
 [Buyer] so fine. pushing 4,200 taka right now. TrxID is TRX456ABC. text me the driver's cell the second it leaves the hub.
 [Merchant] Funds hit! Your unit is officially locked into our top-priority urgent queue now. We'll drop all dispatch details and tracking straight to you by 8 PM tonight!",yes,PURCHASE_COMMITTED,Urgent,Blender,General
10063,ENG_064,"[Buyer] right looking at the pressure cooker specs, what's your policy on pure Cash on Delivery transactions?
 [Merchant] Hello! Yes, COD is totally fine, we just need a small 200 taka advance via bKash to lock in the pressure cooker order, and the rest is on delivery.
 [Buyer] Pass on teh advance. Seen too many issues with online transfers. Need 100% COD or I'll pass.
 [Merchant] I completely get your concern! We can certainly do full COD, but only within Dhaka city. Outside Dhaka, we really do need that advance because of courier return rates.
 [Buyer] I am in Mohammadpur, Dhaka. What is the SLA for transit, and what's the DOA policy if the overpressure release valve is sheared off in transit?
 [Merchant] sure you will have it within 2 days in Mohammadpur! We always double-wrap everything in heavy foam, but if anything arrives damaged, just hand it right back to the delivery agent on the spot.
 [Buyer] well sounds good, let's proceed with full COD then. Can you resend the capacity specs so I can verify whether the 5 liter or 7 liter model fits my burner better?
 [Merchant] Right away! Sending the sizing details now. Just drop your exact delivery address and final capacity choice whenever you're ready.",yes,PURCHASE_COMMITTED,COD Lover,Pressure Cooker,General
10064,ENG_065,"[Buyer] Hello, I am asking about the iPhone 15 Pro Max listed at 152,000 taka. Could you please confirm if it is entirely authentic? I know refurbished ones are common nowadays.
 [Merchant] yes 100% original. sealed pack. can show distributor invoice with info hidden.
 [Buyer] thank you for the quick reply, please do share that invoice. Could you also tell me the exact model number so I can verify whether it is a Global or Middle East unit?
 [Merchant] sure invoice attached. model A2849, global / US version. full local LTE support.
 [Buyer] That is good to hear, thank you. Could you please let me know how you will pack it for shipping to a village in Rangpur? I am quite worried about theft or rough handling during transit.
 [Merchant] ok plain box. heavy bubble wrap. villages get fully insured shipping w/ tracking. takes 5-7 days.
 [Buyer] I see. As for payment, would it be possible to pay 30% in advance through bKash once I receive the tracking number, and the remaining 70% as cash on delivery, please?
 [Merchant] village policy: 50% advance, 50% COD. tracking ID sent right after dispatch.
 [Buyer] ok thank you for explaining your policy. Let me carefully look over the invoice and consider your terms, and I will reach out to you again shortly.",no,DEFERRED_CONSIDERATION,Skeptic,iPhone 15,General
10065,ENG_066,"[Buyer] hi there! hope you're having a good day... I was hoping to get the 1000W blender shipped over to Gulshan by tomorrow at 9 AM for a small function. do you think that can be managed?
 [Merchant] yes fulfillment by tomorrow at 8:30 AM is achievable strictly subject to order confirmation and 100 percent advance payment via bKash within the next 30 minutes. All transactions are backed by our official authenticity guarantee.
 [Buyer] awesome, sounds like a plan! just drop your bKash digits whenever u can... oh and please make sure the box is secure this time, my last package had a broken jar inside
 [Merchant] Our merchant bKash designated account is 017XXXXXXXX. Please note that all our blender dispatches undergo mandatory double-box reinforcement for transit safety. Furthermore, customers retain the right to inspect and reject shipment upon receipt if external packaging compromise is observed, backed by our standard replacement warranty policy.
 [Buyer] sent the money just now, thnx! trx id is BK12345XYZ. plz text me the delivery guy's number real quick so I don't miss him
 [Merchant] sure payment successfully verified and transaction logged. Your dispatch order has been officially processed in our system. The assigned delivery courier will initiate direct phone contact with you by 7:30 AM tomorrow morning.",yes,PURCHASE_COMMITTED,Urgent,Blender,General
10066,ENG_067,"[Buyer] is this kitchen knife set rly stainless steel cause last time i got scammed and it rusted
 [Merchant] Yes, ma'am, it is crafted from 100% food-grade stainless steel. I would be more than happy to share the material certification from our trusted supplier with you.
 [Buyer] send cert plz... r teh handles heat proof tho they look like cheap plastic
 [Merchant] Here is the official certification for your review, ma'am. Please rest assured that the handles are made of BPA-free plastic and are fully heat-resistant up to 180°C.
 [Buyer] how u pack em... my last buy had a chipped blade cause box was smashed
 [Merchant] We take great care in packaging, ma'am, utilizing thick foam inserts alongside double-wall cardboard boxes. Should any damage occur during transit, you may reject the delivery immediately.
 [Buyer] what if the blades arent sharp enough can i send em back
 [Merchant] We offer a 7-day return policy specifically for manufacturing defects, ma'am. Furthermore, every single blade is thoroughly tested for sharpness before dispatch to ensure your complete satisfaction
 [Buyer] ok lemme think abt it thnx",no,DEFERRED_CONSIDERATION,Skeptic,Kitchen Knife Set,General
10067,ENG_068,"[Buyer] android and ios support?
 [Merchant] Yes, sir! It connects seamlessly with both platforms via Bluetooth through our dedicated mobile app
 [Buyer] how long battery lasts wiht heart rate on continuously?
 [Merchant] You will get up to 7 days on normal usage, ma'am, and exactly 2 days when heart rate monitoring runs continuously.
 [Buyer] gorilla glass? water resistance rating?
 [Merchant] sure it features durable tempered glass rather than Gorilla Glass, sir, and comes with an IP68 waterproof rating for your peace of mind.
 [Buyer] so custom watch faces available?
 [Merchant] Indeed, ma'am! You can easily download custom designs, with over 50 watch faces ready in the app store.
 [Buyer] noted. will check later",no,DEFERRED_CONSIDERATION,Ghoster,Smart Watch,General
10068,ENG_069,"[Buyer] Hello, could you please tell me if teh iPhone 15 in the blue color is currently available? Thank you so much.
 [Merchant] yes 128gb blue in stock
 [Buyer] I was wondering if this matches the exact blue shade displayed on the Apple website, as I know colors can sometimes look different. Please let me know
 [Merchant] official color sent photo natural light
 [Buyer] Thank you for the photo. Regarding the 128GB capacity, could you please tell me how much space remains free for the user after iOS is installed?
 [Merchant] about 110gb usable after system
 [Buyer] That is helpful, thank you. Does the box contain the new braided USB-C cable, and does it also come with the 20W adapter, please?
 [Merchant] braided cable inside adapter separate 20w add 1,000 taka
 [Buyer] Okay, I understand. Could you please let me know what the total pirce would be then? Thank you for your time.",no,INQUIRY_DROPOUT,Size/Fit Obsessed,iPhone 15,General
10069,ENG_070,"[Buyer] well need blender in uttara by 5 pm. possible?
 [Merchant] yes subject to immediate bKash settlement, our express dispatch ensures delivery by 4:30 PM. The unit price is 4,200, taka fully covered by our official authenticity guarantee and replacement warranty.
 [Buyer] bkash number?
 [Merchant] official bKash merchant account: 017XXXXXXXX. Please retain your payment receipt and forward the transaction ID to validate your warranty registration and dispatch
 [Buyer] paid. TRX ID: BK456XYZ. dispatch now.
 [Merchant] Transaction verified successfully. Your appliance is logged in the priority dispatch queue, and our designated courier rider will initiate contact within 1 hour.",yes,PURCHASE_COMMITTED,Urgent,Blender,General
10070,ENG_071,"[Buyer] hi there hope you are doing well how much for the blender plz
 [Merchant] Hello, valued customer! The regular price for this premium model is 4,500 taka, featuring a powerful 1000W motor and 4 jars
 [Buyer] oh nice... um would u take 3,800 for it?
 [Merchant] right we appreciate your offer, ma'am, but our absolute lowest fixed price for this item is 4,200 taka
 [Buyer] how about 4,000 flat... really need it delivered by day after tomorrow thnx
 [Merchant] right we can offer you a special discounted rate of 4,100 taka as our best price. Yes, delivery within 2 days is certainly possible for you, sir.
 [Buyer] ah ok let me look around at a few other options first and i will text u later",no,DEFERRED_CONSIDERATION,LowBaller,Blender,General
10071,ENG_072,"[Buyer] is the imei unactivated and can i verify teh batch serial before dispatch?
 [Merchant] All our units are factory sealed and genuine. We provide official distributor documentation with every authentic purchase.
 [Buyer] does the coverage include official manufacturer support or is it strictly shop warranty?
 [Merchant] We provide a standard 1 year seller warranty. Fully eligible for diagnostics and support at official Apple service centers.
 [Buyer] what is your absolute floor on the tag?
 [Merchant] The fixed retail price is 152,000 taka
 [Buyer] can we lock it at 1,48,000?
 [Merchant] 150,000 taka is our final and best price. All our items are backed by official warranty and verified authenticity.
 [Buyer] ok, sorting my payment gateway limits... will update u tmrw.",no,DEFERRED_CONSIDERATION,Skeptic,iPhone 15,General
10072,ENG_073,"[Buyer] hi there hope ur having a lovely day... just wanted to ask if this honey is totally pure and real? do u happen to have any lab test certificates for it?
 [Merchant] All items are verified authentic and 100% genuine merchandise. Official laboratory test documentation confirming purity can be provided upon request under our standard verification policy.
 [Buyer] oh that is wonderful to hear thnx so much... where does it actually come from though? is it collected straight from the sundarbans forests?
 [Merchant] The inventory is sourced directly from the designated Sundarbans region. All units come with our official store warranty and authenticity guarantee.
 [Buyer] thats great to know... how do u pack it up for shipping btw? im a bit worried it might leak or crack on the way
 [Merchant] We utilize heavy-duty protective packaging including industrial bubble wrap and reinforced secure outer cartons to ensure transit safety. The risk of transit damage or breakage is extremely minimal, and all shipments are covered by our delivery replacement warranty.
 [Buyer] ah ok perfect... umm how much does it cost exactly?
 [Merchant] The fixed retail price is 600 taka per jar. This includes our standard manufacturer warranty coverage and official authenticity verification.
 [Buyer] alright then thnx for all the info... let me think about it for a bit and ill let u know ok",no,DEFERRED_CONSIDERATION,Ghoster,Organic Honey,General
10073,ENG_074,"[Buyer] Hi there! I was hoping to know if the iPhone 15 Pro Max you have is specifically the US model with mmWave support?
 [Merchant] Hello! Yes absolutely, it is the US variant. It fully supports mmWave along with all local network bands.
 [Buyer] thnaks for confirming! How does the warranty work on this? Can I also get Apple Care+?
 [Merchant] You get a full 1 year seller warranty with it, adn Apple Care+ can be added on separately if you'd like. Would you also be interested in grabbing an original Apple screen protector for 2,500 taka to go with it?
 [Buyer] Oh no thanks, just the phone by itself for me! Do you think you could get it delivered to me in Chittagong by tomorrow? Is that doable?
 [Merchant] Yes we can definitely make that happen! Just clear a 50% advance payment right now through bKash, and we will have it delivered to you by tomorrow evening.
 [Buyer] sounds great! Kindly drop your bKash number here adn I will send the payment over right away.",yes,PURCHASE_COMMITTED,Urgent,iPhone 15,General
10074,ENG_075,"[Buyer] hello there hope you are doing great is the organic honey completely authentic
 [Merchant] Greetings, ma'am! Yes, it is 100% pure and authentic. We have official lab test reports available for your reassurance.
 [Buyer] aw that is wonderful... where does it come from exactly do you know
 [Merchant] It is harvested directly from the pristine Sundarbans area, ensuring the highest quality for our valued customers, ma'am.
 [Buyer] oh nice... how much do you charge for it
 [Merchant] It is priced at 550 taka per jar, sir. A truly wonderful value for such premium natural goodness.
 [Buyer] thanks so much for telling me... let me think about it for a bit and i will get back to u",no,DEFERRED_CONSIDERATION,Ghoster,Organic Honey,General
10075,ENG_076,"[Buyer] hey i need some pure organic honey... how do u guys prove it's actually real?
 [Merchant] Hello, valued customer! We procure our honey directly from trusted beekeepers in the Sundarbans. I would be more than happy to share our official lab test certificate as well as a video showing the extraction process for your peace of mind, ma'am
 [Buyer] cool plz send both... how much for a 1kg jar?
 [Merchant] I have just forwarded the lab certificate and video to you. A standard 1kg jar is priced at 1,200 taka. Additionally, we have a wonderful Eid special gift pack available that includes 1kg of honey plus a wooden dipper for just 1,250 taka!
 [Buyer] got the stuff u sent, looks legit. but wait how do u pack it so it doesnt spill everywhere in transit?
 [Merchant] ok rest assured, ma'am. We pack every order in a tightly sealed glass jar, wrap it securely in multiple layers of thick bubble wrap, and then put it inside a sturdy sealed cardboard box. We completely guarantee zero leakage upon arrival
 [Buyer] ok sounds good ill take the gift pack. gonna pay by card when it arrives tho, but only after checking the seal and stuff myself. give me the delivery guy's number and time plz
 [Merchant] understood completely, ma'am. Please note that we offer Cash on Delivery, and you are always welcome to thoroughly inspect the product before making your payment. We will send the delivery representative's contact number and a live tracking link as soon as your parcel is dispatched tomorrow",yes,PURCHASE_COMMITTED,Skeptic,Organic Honey,General
10076,ENG_077,"[Buyer] hey need a solid blender for juices n stuff... any recs?
 [Merchant] Oh you are going to love this! Our 1000W stainless steel blender with 4 blades is an absolute best-seller! It features a spacious 1.8L jar, and it's an incredible steal at just 4,500 taka with a full 1-year warranty. Grab yours today before stock runs out!
 [Buyer] will it crush ice ok? like can it handle peanut butter too... plz send some real video if u have it
 [Merchant] It handles both effortlessly! You will be amazed by its raw power. I am dispatching a real customer-shared video right now showing it crushing ice and blending nut butter like a charm!
 [Buyer] vids cool... but what if the motor gets too hot tho? is that covered?
 [Merchant] Rest completely assured! It is built with a smart thermal cut-off protection, adn yes, our comprehensive 1-year warranty covers all parts including the motor completely. Total peace of mind guaranteed!
 [Buyer] ok fine ill grab one... drop ur nagad no plz. needs to reach sylhet b4 eid break starts ok
 [Merchant] Wonderful choice! Sending the payment info right away. We will ship it via express courier for Sylhet right now to guarantee it arrives safely before the Eid break!",yes,PURCHASE_COMMITTED,Urgent,Blender,General
10077,ENG_078,"[Buyer] need perfume, not body spray. Top notes?
 [Merchant] Hello there! Our amazing 'Oud Majesty' features lovely top notes of bergamot and apple, middle notes of rose and oud, and a warm base of sandalwood. It lasts 10+ hours and is 50ml for 2,200 taka. So glad you asked!
 [Buyer] Original or clone? Send clear pictures of bottle and packaging.
 [Merchant] It is a premium inspired fragrance, crafted with great care! Absolutely, I am sending you high-resolution photos of the bottle, box, and even the spray mechanism right now so you can check every detail.
 [Buyer] Got the pictures. Any test vials available? Will pay
 [Merchant] sure we don't sell samples unfortunately, but please don't worry at all because we offer a solid satisfaction guarantee. If you don't like the scent upon delivery, you can return it unsprayed for a full refund!
 [Buyer] One bottle. Rajshahi address, before Eid, gift wrap it. Send link.
 [Merchant] yes noted with pleasure! Gift wrapping is totally free for Eid. We will use our express service for Rajshahi to ensure it arrives right on time. Payment link has been sent to you.",yes,PURCHASE_COMMITTED,Skeptic,Perfume,General
10078,ENG_079,"[Buyer] Motor RPM? Peak wattage?
 [Merchant] Hello! It features a 25,000 RPM motor. Peak wattage reaches 1000W, and it runs at 800W operationally.
 [Buyer] Blade material. Steel grade? Detachable?
 [Merchant] Hi there! They are 304-grade stainless steel blades. Absolutely, they come off easily and are totally dishwasher safe for your convenience.
 [Buyer] Speed count? Pulse option? Decibel rating?
 [Merchant] You get 5 speed settings plus a pulse function! On the highest speed, the noise level sits around 85 dB.
 [Buyer] Jar volume in ml? Composition? BPA safe?
 [Merchant] The main jar holds 1.5L and is crafted from safe, BPA-free Tritan plastic. Plus, you get two extra 500ml jars as well!
 [Buyer] Warranty length? Thermal cutoff?
 [Merchant] It comes with a solid 2 years warranty to protect your purchase. Yes, it is fully equipped with automatic thermal cutoff protection!",no,INQUIRY_DROPOUT,Tech Specs Nerd,Blender,General
