conversation_id,dialogue_id,dialogue_text,binary_label,outcome_category,archetype,product,category
10207,ENG_208,"[Buyer] hey there! hope u are well. i was looking at the Samsung T7 Shield 2TB Portable SSD... are u guys still offering it?
 [Merchant] yes greetings. All items listed on our page are genuine and authentic. We confirm that the Samsung T7 Shield 2TB Portable SSD is currently available in our inventory
 [Buyer] oh thats wonderful to hear... umm just wondering how fast it can get delivered? really need it asap u know
 [Merchant] We provide prompt fulfillment. If you confirm your order immediately, your item will be dispatched with today's scheduled courier pickup
 [Buyer] does it handle water okay? just curious..
 [Merchant] This product features an IP65 rating for water and dust resistance, making it suitable for outdoor shoots. This specification is verified by the manufacturer's official documentation.
 [Buyer] gotcha! just one more quick tech question... will it connect to both windows and mac smoothly?
 [Merchant] To confirm compatibility, it is shipped pre-formatted in exFAT and functions seamlessly with Windows, macOS, and Android systems directly out of the box.
 [Buyer] do u happen to have different color choices or finishes for this one?
 [Merchant] our current inventory includes Black, Beige, adn Blue finishes. All units carry our standard store warranty for authenticity.
 [Buyer] just to double check, is this actually ready stock right now or do i have to wait for a pre-order?
 [Merchant] we maintain physical stock in our retail outlet, ensuring no pre-order delays. Dispatch can occur today as promised under our fulfillment policy
 [Buyer] ah ok nice... appreciate all the details. how much is it coming to?
 [Merchant] the fixed retail price for this unit is set at 22,500, taka inclusive of official warranty coverage
 [Buyer] ah thats a bit too high for me tbh... sadly gonna have to pass on it thsi time, thnx anyway!
 [Merchant] understood. Our customer service channel remains available should you require genuine electronics in the future.",no,INQUIRY_DROPOUT,Urgent,Samsung T7 Shield 2TB Portable SSD,Computing & Peripherals
10208,ENG_209,"[Buyer] garmin forerunner 265 gps watch. u got it?
 [Merchant] Hello, sir! Yes, it is currently in stock and we are ready to dispatch it today.
 [Buyer] wait... can i swim with it? is it fully waterproof or what
 [Merchant] Yes, ma'am, it features a 5 ATM rating, meaning you can safely use it for both pool and open-water swimming.
 [Buyer] ok how much for it exactly
 [Merchant] The price for thsi model is 46,500 taka, sir.
 [Buyer] right send home? shipping cost?
 [Merchant] We ship via trusted couriers, ma'am. Delivery takes 1 day inside Dhaka for 100 taka or 2-3 days outside for 160 taka. We require a 500 taka advance via merchant bKash to secure the delivery, and the rest is paid via cash on delivery
 [Buyer] hmm um ok... hope u aint scamming me. sending advance now
 [Merchant] Thank you for trusting us, sir! Kindly send the 500 taka to our merchant number 01792028295 and share the TrxID with us
 [Buyer] done. 500 sent. TrxID BK50X672P. ship to House 14, Road 3, Dhanmondi, Dhaka. ph 01822334455
 [Merchant] right we have successfully received and verified your payment, ma'am. Your order is now confirmed, and the remaining balance of 46,100 taka will be collected upon delivery.",yes,PURCHASE_COMMITTED,DeliveryObsessed,Garmin Forerunner 265 GPS Watch,Sports & Fitness
10209,ENG_210,"[Buyer] hi looking at garmin forerunner 265 gps watch u got it in stock
 [Merchant] Greetings. Thank you for contacting our store. We can confirm that the item is currently in stock, 100% genuine, and backed by our official manufacturer warranty.
 [Buyer] does it have amoled display
 [Merchant] Indeed it does. The Forerunner 265 is equipped with a vibrant AMOLED touchscreen display for optimal clarity. All our products are authentic and certified.
 [Buyer] can u put music on it directly
 [Merchant] Yes, it features 8GB of internal storage to accommodate your offline music playlists. Every device comes with full warranty coverage for peace of mind.
 [Buyer] does it measure hrv n sleep too
 [Merchant] Certainly. The device comprehensively tracks overnight HRV status alongside detailed sleep stages and provides a morning training readiness score.
 [Buyer] how long battery last normal use
 [Merchant] The battery provides up to 13 days of power in smartwatch mode, or up to 20 hours when using continuous GPS mode. All official units include standard warranty protection.
 [Buyer] ok thnx for all info
 [Merchant] You are most welcome. Thank you for choosing our store for your electronic needs. Please feel free to reach out anytime for further assistance.",no,INQUIRY_DROPOUT,Skeptic,Garmin Forerunner 265 GPS Watch,Sports & Fitness
10210,ENG_211,"[Buyer] dyson Purifier Cool TP07 available?
 [Merchant] ok hello! Yes, it is fully in stock and ready to ship out right away.
 [Buyer] Send shop video of the item.
 [Merchant] Sure thing! Here is a quick video showing the actual box right here in our store.
 [Buyer] Pre-order or physical stock? Need clarification.
 [Merchant] We hvae it physically in hand, ready to go. Feel free to drop by our outlet to inspect it too!
 [Buyer] Is it completely sealed and unopened?
 [Merchant] Absolutely, 100% brand new and factory sealed. You will be the very first person to break the seal
 [Buyer] WiFi connection supported?
 [Merchant] Yes! You can easily manage it and check live air stats through WiFi via the MyDyson app
 [Buyer] waht is the oscillation range?
 [Merchant] It can oscillate up to 350 degrees to spread purified air all across the room efficiently.
 [Buyer] Is it noisy at night?
 [Merchant] that's a great question! It includes a special night mode that lowers fan noise adn dims the LED display.
 [Buyer] Filter replacement schedule?
 [Merchant] Let me double-check that for you. Generally around 12 months assuming 12 hours of daily use, adn the app will monitor the filter health for you. Hope that helps!
 [Buyer] Who provides the warranty service?
 [Merchant] It comes with an official 1-year warranty. As standard policy, physical damage and water damage are not covered
 [Buyer] State the price.
 [Merchant] The price for this authentic sealed piece is 68,000 taka.
 [Buyer] Will review and get back.
 [Merchant] Alright, no problem at all. Thanks for getting in touch with us!",no,DEFERRED_CONSIDERATION,TrustSeeker,Dyson Purifier Cool TP07,Home & Kitchen Appliances
10211,ENG_212,"[Buyer] hi, do u hav dyson purifier cool tp07 right now
 [Merchant] right greetings, sir! Yes, we currently have brand new units available in our physical inventory.
 [Buyer] hmm sure its not used or smth? need brand new only
 [Merchant] We assure you it is 100% brand new and factory sealed, ma'am. You will be the very first person to break the seal
 [Buyer] quick question... does it connect to wifi
 [Merchant] Yes, absolutely! You can easily control it and track air quality live over WiFi using the MyDyson app.
 [Buyer] will it cool my room like a regular ac
 [Merchant] That is a very common question, sir. No, it functions as a purifier and fan, so while it blows clean circulating air, it lacks an AC compressor to chill the room. Is there anything else you need assistance with?
 [Buyer] ok cool whats the last price on this
 [Merchant] The price for this authentic sealed unit is 68,000 taka.
 [Buyer] thnx for all the deets let me think abt it n ill get back
 [Merchant] you are very welcome, ma'am. Take your time, and have a wonderful day!",no,DEFERRED_CONSIDERATION,Ghoster,Dyson Purifier Cool TP07,Home & Kitchen Appliances
10212,ENG_213,"[Buyer] Hello, is the Viofo A129 Pro Duo 4K Dash Cam currently in stock?
 [Merchant] Hello! Yes, the Viofo A129 Pro Duo 4K Dash Cam is available in our ready stock.
 [Buyer] One more on the specs. Does it come with an SD card?
 [Merchant] To be precise, no, the MicroSD card must be purchased separately. We recommend High Endurance cards.
 [Buyer] How does it handle heat in summer?
 [Merchant] Good question. It uses a supercapacitor instead of a battery, which is far more heat-tolerant for Bangladesh summers. Hope that helps!
 [Buyer] Quick one - is the rear camera also 4K?
 [Merchant] Right, so No, the front camera records in true 4K (Sony Exmor R), while the rear camera records in 1080p (Sony Starvis). Anything else you'd like to know?
 [Buyer] One more on the specs. Is there a GPS logger?
 [Merchant] Happy to clarify: yes, the bundled GPS mount stamps speed and location onto the footage. Anything else you'd like to know?
 [Buyer] Quick one - does it have built-in WiFi to download videos?
 [Merchant] Yes, it features dual-band (2.4GHz & 5GHz) WiFi for fast video transfers to your phone.
 [Buyer] Is there any warranty coverage? For how long?
 [Merchant] Official 1-year coverage. Physical damage and water damage are excluded, as usual.
 [Buyer] Quick one - does it have built-in WiFi to download videos?
 [Merchant] Checking the spec sheet - yes, it features dual-band (2.4GHz & 5GHz) WiFi for fast video transfers to your phone.
 [Buyer] Another thing: how does it handle heat in summer?
 [Merchant] It uses a supercapacitor instead of a battery, which is far more heat-tolerant for Bangladesh summers.
 [Buyer] Quick one - does it record while parked?
 [Merchant] Happy to clarify: yes, but you need to purchase and install the optional HK3 Hardwire Kit to enable buffered parking mode. That's straight from the official spec sheet.
 [Buyer] Another thing: does it come with an SD card?
 [Merchant] No, the MicroSD card must be purchased separately. We recommend High Endurance cards.
 [Buyer] Quick one - is there a GPS logger?
 [Merchant] Good question. Yes, the bundled GPS mount stamps speed and location onto the footage.
 [Buyer] I see. Unfortunately that spec doesn't meet my requirements. Thanks anyway.
 [Merchant] We understand. We don't compromise on quality or warranty. Have a good day.",no,INQUIRY_DROPOUT,TechSpecsNerd,Viofo A129 Pro Duo 4K Dash Cam,Automotive & Riding Gear
10213,ENG_214,"[Buyer] hey u guys got the Keychron Q1 Pro Custom Keyboard in stock rn?
 [Merchant] Hello! Yes, we currently have the Keychron Q1 Pro Custom Keyboard fully in stock and ready to ship out to you.
 [Buyer] wait one more thing... does it work with a wireless 2.4GHz dongle or is it strictly Bluetooth 5.1?
 [Merchant] Let me clarify that detail for you! teh Q1 Pro supports Bluetooth 5.1 alongside a reliable Type-C wired connection, though it doesn't include a 2.4GHz dongle in the box. Please let us know if you need any other details!
 [Buyer] hmm some other store has something similar for less tho why buy urs?
 [Merchant] yes our units are of superior quality and, most importantly, completely official stock backed by genuine warranty support so you are fully covered.
 [Buyer] ok then imma grab the other one thnx for being honest tho
 [Merchant] yes not a problem at all, thank you for chatting with us today. Feel free to keep us in mind for any future purchases!",no,INQUIRY_DROPOUT,LowBaller,Keychron Q1 Pro Custom Keyboard,Computing & Peripherals
10214,ENG_215,"[Buyer] Hey, I am interested in purchasing the Viofo A129 Pro Duo 4K Dash Cam. Is it available?
 [Merchant] Greetings! Yes, we have brand new units in stock.
 [Buyer] Great. What's your best price for this item?
 [Merchant] It's 23,500 taka, all inclusive.
 [Buyer] What kind of warranty do I get with this?
 [Merchant] 1-year replacement warranty against manufacturing defects, processed at our outlet.
 [Buyer] I had a technical question. Does it record while parked?
 [Merchant] Happy to clarify: yes, but you need to purchase and install the optional HK3 Hardwire Kit to enable buffered parking mode. Let me know if you need more detail.
 [Buyer] Quick one - is there a GPS logger?
 [Merchant] Checking the spec sheet - yes, the bundled GPS mount stamps speed and location onto the footage. Hope that helps!
 [Buyer] I see. And How does it handle heat in summer?
 [Merchant] Right, so It uses a supercapacitor instead of a battery, which is far more heat-tolerant for Bangladesh summers. That's straight from the official spec sheet.
 [Buyer] Great. What condition is it in? Is it 100% intact?
 [Merchant] Yes sir, we only deal in genuine, factory-sealed products. It's completely brand new.
 [Buyer] Could you share a picture of the sealed box with today's date?
 [Merchant] Yes, I can share the import invoice. We're a registered importer.
 [Buyer] Is there a choice of colors or finishes?
 [Merchant] We currently stock Standard Bundle, Bundle + HK3 Kit. All at the same price.
 [Buyer] I've seen it slightly cheaper elsewhere. Can you do 21,657 taka?
 [Merchant] Alright, I can give a small concession. Final price 22,579 taka. Deal?
 [Buyer] Almost there. Do 22,079 taka and it's a deal.
 [Merchant] You drive a hard bargain. 22,079 taka, final.
 [Buyer] Appreciate the discount. Still, I want to think it through before confirming.
 [Merchant] Sure thing. Have a good day!",no,DEFERRED_CONSIDERATION,Skeptic,Viofo A129 Pro Duo 4K Dash Cam,Automotive & Riding Gear
10215,ENG_216,"[Buyer] hi there! hope u guys are doing well... do u happen to have the Keychron Q1 Pro Custom Keyboard available right now?
 [Merchant] sure greetings. Yes, the Keychron Q1 Pro Custom Keyboard is fully verified as authentic stock adn is available in our inventory.
 [Buyer] oh thats wonderful :) what kind of warranty comes with it?
 [Merchant] Every purchase includes 1 year of official manufacturer warranty. All claims are fully covered and processed directly through our service desk
 [Buyer] ah gotcha... and um does it let u remap keys using QMK/VIA?
 [Merchant] Affirmative, it features full out-of-the-box support for QMK and VIA, allowing complete customisation of keymaps and macros. Please let us know if you require any further technical details.
 [Buyer] just one more little thing about the specs... do u know how heavy it is?
 [Merchant] To ensure transparency regarding hardware specifications: the full aluminum build weighs around 1.6 kg, ensuring optimal desk stability.
 [Buyer] and wait does it work with a wireless 2.4GHz dongle or is it just Bluetooth 5.1?
 [Merchant] To be completely precise regarding connectivity, the Q1 Pro operates via Bluetooth 5.1 and Type-C wired mode. It does not support or include a 2.4GHz dongle
 [Buyer] just wanna make sure... its actually sitting in your shop right now and not coming from somewhere else right?
 [Merchant] it is physically in stock and ready for immediate dispatch. You are also welcome to inspect it personally at our retail outlet
 [Buyer] awesome! what condition is it in tho? like is it completely intact?
 [Merchant] We guarantee 100% authentic, brand-new factory-sealed packaging containing all original factory accessories and documentation.
 [Buyer] hmm cool cool... so how much is the final price for this beauty?
 [Merchant] The standard pricing for this item is set at 18,500 taka, backed by our authenticity guarantee.
 [Buyer] thnx so much for all the help! let me sleep on it for a bit and ill get back to u soon :)
 [Merchant] sure take your time. Our warranty and authenticity assurances remain fully applicable whenever you are ready to proceed.",no,DEFERRED_CONSIDERATION,TrustSeeker,Keychron Q1 Pro Custom Keyboard,Computing & Peripherals
10216,ENG_217,"[Buyer] Hello. Do you still have the Breville Barista Express Espresso Machine?
 [Merchant] Hello sir/ma'am. Yes, it's currently available for immediate delivery.
 [Buyer] Does the warranty cover manufacturing defects?
 [Merchant] Full 1-year warranty. Just bring the invoice and we handle the rest.
 [Buyer] How does this compare to the model one tier below it?
 [Merchant] We're an authorized reseller with a physical outlet. If anything fails, you have somewhere to go.
 [Buyer] Is there a choice of colors or finishes?
 [Merchant] You can pick from Brushed Stainless Steel, Black Sesame.
 [Buyer] What size is the portafilter?
 [Merchant] It comes with a standard 54mm stainless steel portafilter.
 [Buyer] Thanks. How much does it cost in total?
 [Merchant] The current official price is 78,000 taka.
 [Buyer] Okay, how does the delivery process work?
 [Merchant] We use premium courier services. It takes 1 day for Dhaka (100 taka) and 2-3 days outside (160 taka). We just need 500 taka sent to our merchant bKash as a security deposit for the courier. The remaining amount will be collected as COD.
 [Buyer] Fair enough. I'll send the 500 taka to confirm the booking.
 [Merchant] Thank you for understanding! Please send 500 taka to 01756282590 (Merchant) and share the TrxID.
 [Buyer] Sent 500 taka. TrxID is BK89X667P. Please deliver to: Kandirpar, Victoria College Road, Cumilla. Mobile: 01819876543.
 [Merchant] Payment received and verified. Your order is confirmed. The remaining 77,600 taka will be collected on delivery.",yes,PURCHASE_COMMITTED,LowBaller,Breville Barista Express Espresso Machine,Home & Kitchen Appliances
10217,ENG_218,"[Buyer] Good afternoon, I am looking for the Garmin Forerunner 265 GPS Watch. Can you confirm stock?
 [Merchant] Hello! Yes, the Garmin Forerunner 265 GPS Watch is available in our ready stock.
 [Buyer] Is this new or refurbished? I only want brand new.
 [Merchant] Brand new, untouched, seal intact. We don't sell refurbished items at all.
 [Buyer] Does this model have the AMOLED screen?
 [Merchant] Yes, the Forerunner 265 features a bright, vibrant AMOLED touchscreen display.
 [Buyer] Another thing: what is the battery life in smartwatch mode?
 [Merchant] Certainly. It lasts up to 13 days in smartwatch mode, or up to 20 hours in GPS mode. Let me know if you need more detail.
 [Buyer] I had a technical question. Is it waterproof for swimming?
 [Merchant] Let me confirm that for you. Yes, it carries a 5 ATM rating, so pool and open-water swimming are both fine.
 [Buyer] I had a technical question. Can I store music directly on the watch?
 [Merchant] Absolutely, it has 8GB of internal storage so you can download Spotify playlists for phone-free running.
 [Buyer] Can I see the invoice or import papers to verify it's official?
 [Merchant] Yes, I can share the import invoice. We're a registered importer.
 [Buyer] Great. What's your best price for this item?
 [Merchant] We are currently offering it for 46,500 taka.
 [Buyer] I've seen it slightly cheaper elsewhere. Can you do 44,152 taka?
 [Merchant] That's below our cost, honestly. 46,500 taka is firm.
 [Buyer] Okay. I'll let you know.
 [Merchant] No problem! Let us know if you need anything else.",no,INQUIRY_DROPOUT,Skeptic,Garmin Forerunner 265 GPS Watch,Sports & Fitness
10218,ENG_219,"[Buyer] hey u guys got the Garmin Forerunner 265 GPS Watch ready to ship?
 [Merchant] yes in stock ready now.
 [Buyer] wait can u put music straight on it too?
 [Merchant] yep has 8GB internal storage for Spotify offline. totally phone-free runs!
 [Buyer] oh cool... how good is gps tracking when u are downtown?
 [Merchant] using Multi-band GNSS. very accurate near tall buildings and trees.
 [Buyer] ok umm battery life normal smartwatch mode?
 [Merchant] up to 13 days smartwatch, 20 hours GPS.
 [Buyer] is it actually worth upgrading over older ones?
 [Merchant] better build and official warranty. cheaper ones are grey market no local service.
 [Buyer] gotcha. what's the actual price plz?
 [Merchant] official price 46,500 taka.
 [Buyer] uff thats high... any discount u can do?
 [Merchant] margin very tight. can do 45,123 taka for u.
 [Buyer] can u drop it a bit more? make it 44,923 taka n i buy rn
 [Merchant] ok 44,923 taka final price. no lower.
 [Buyer] want home delivery. how does it work?
 [Merchant] dhaka 1 day 100, taka outside 2-3 days 160 taka. 500 taka bKash advance needed to confirm. rest cash on delivery.
 [Buyer] nah id rather pay everything when i get it. no advance plz?
 [Merchant] sorry company rule for items over 10,000 taka to stop fake orders. check our trade license or Multiplan Center shop.
 [Buyer] ohh ok... let me think about it
 [Merchant] sure take ur time. message anytime.",no,DEFERRED_CONSIDERATION,TechSpecsNerd,Garmin Forerunner 265 GPS Watch,Sports & Fitness
10219,ENG_220,"[Buyer] hey there, hope u are doing well... just wanted to check if u have the Viofo A129 Pro Duo 4K Dash Cam ready
 [Merchant] Good day to you, sir/ma'am. We are delighted to inform you that it is indeed in stock and ready for immediate dispatch.
 [Buyer] hmm curious... how is your shop different from the sellers on Daraz?
 [Merchant] We operate as an authorized reseller backed by a physical storefront, dear customer, so you always have a trusted place to visit if any assistance is ever needed.
 [Buyer] so ah gotcha. can u clear up a little detail for me... does teh rear camera shoot in 4K too?
 [Merchant] not quite, sir/ma'am; the front unit captures true 4K video utilizing a Sony Exmor R sensor, whereas the rear unit records in sharp 1080p using a Sony Starvis sensor
 [Buyer] oh nice. what is the best deal u can give me on this?
 [Merchant] The standard catalog price set for this item is currently 23,500 taka
 [Buyer] come on, is that your final offer? if u can do 21,792 taka i will take it right this second
 [Merchant] our profit margins are quite narrow, but we would love to earn your business today, so we can comfortably offer it to you for 22,646 taka.
 [Buyer] plz cut a bit more... drop it to 22,146 taka and i will seal the deal right now
 [Merchant] You certainly know how to negotiate, sir/ma'am. We will agree to 22,146 taka as our absolute final price
 [Buyer] awesome! do u guys deliver to the house and how much is the charge?
 [Merchant] The standard home delivery fee is 100 taka within Dhaka and 160 taka for locations outside, and please rest assured that all shipments are fully insured for your peace of mind.
 [Buyer] thnx! let me just figure out my schedule for collecting it and i will let u know shortly.
 [Merchant] Take all the time you need, sir/ma'am, and please feel free to reach out whenever you are ready to proceed",no,DEFERRED_CONSIDERATION,LowBaller,Viofo A129 Pro Duo 4K Dash Cam,Automotive & Riding Gear
10220,ENG_221,"[Buyer] Hi there, is the Samsung T7 Shield 2TB Portable SSD available in ready stock?
 [Merchant] Hello! Yes, the Samsung T7 Shield 2TB Portable SSD is available in our ready stock.
 [Buyer] What makes your listing different from the ones on Daraz?
 [Merchant] We're an authorized reseller with a physical outlet. If anything fails, you have somewhere to go.
 [Buyer] What if I order 5 of these? Does the price change?
 [Merchant] Yes, bulk orders get a better rate. For 5+ units we offer meaningful savings.
 [Buyer] Is there a choice of colors or finishes?
 [Merchant] We currently stock Black, Beige, Blue. All at the same price.
 [Buyer] One more on the specs. Can I record Apple ProRes directly to it from an iPhone 15 Pro?
 [Merchant] Right, so Yes, it is fully compatible for direct ProRes 4K recording from the iPhone 15 Pro. That's straight from the official spec sheet.
 [Buyer] One more on the specs. Is it water resistant?
 [Merchant] Absolutely. It has an IP65 rating for water and dust resistance, making it great for outdoor shoots.
 [Buyer] One more on the specs. What cables are included?
 [Merchant] Certainly. You get both USB-C to C and USB-C to A cables in the box.
 [Buyer] What kind of warranty do I get with this?
 [Merchant] You get 1 year of official warranty. Claims are handled through our service desk.
 [Buyer] Thanks. How much does it cost in total?
 [Merchant] Our selling price for this unit is 22,500 taka.
 [Buyer] That's a bit steep. Can you offer any discount on that?
 [Merchant] Since you are confirming today, I can meet you in the middle at 21,309 taka.
 [Buyer] 21,309 taka works. Please confirm my order. How fast can you deliver it to my address?
 [Merchant] Delivery is 100 taka inside Dhaka and 160 taka outside. We dispatch immediately upon order confirmation. Since it's a high-value item, our policy requires a 500 taka advance payment. You can pay the rest to the delivery man.
 [Buyer] Why the advance? I want 100% Cash on Delivery without any prior payment.
 [Merchant] We sympathize, but this is a strict company policy for items over 10,000 taka to prevent fake orders. You can verify our trade license and physical store in Multiplan Center.
 [Buyer] Fair enough. I'll send the 500 taka to confirm the booking.
 [Merchant] Thank you for understanding! Please send 500 taka to 01771642362 (Merchant) and share the TrxID.
 [Buyer] Sent 500 taka. TrxID is BK72X323P. Please deliver to: Kandirpar, Victoria College Road, Cumilla. Mobile: 01687654321.
 [Merchant] Payment received and verified. Your order is confirmed. The remaining 20,969 taka will be collected on delivery.",yes,PURCHASE_COMMITTED,LowBaller,Samsung T7 Shield 2TB Portable SSD,Computing & Peripherals
10221,ENG_222,"[Buyer] Hello. Do you still have the Garmin Forerunner 265 GPS Watch?
 [Merchant] Hello. Yes, Garmin Forerunner 265 GPS Watch is in stock.
 [Buyer] Great. What's your best price for this item?
 [Merchant] For the genuine sealed unit, the price is 46,500 taka.
 [Buyer] Does the warranty cover manufacturing defects?
 [Merchant] Official 1-year coverage. Physical damage and water damage are excluded, as usual.
 [Buyer] Do you have any color options, or just one?
 [Merchant] You can pick from Black/Powder Grey, Whitestone, Aqua.
 [Buyer] Does this model have the AMOLED screen?
 [Merchant] Checking the spec sheet - yes, the Forerunner 265 features a bright, vibrant AMOLED touchscreen display. That's straight from the official spec sheet.
 [Buyer] Quick one - is it waterproof for swimming?
 [Merchant] Happy to clarify: yes, it carries a 5 ATM rating, so pool and open-water swimming are both fine. That's straight from the official spec sheet.
 [Buyer] Also, does it track sleep and HRV?
 [Merchant] Yes - it does - overnight HRV status, sleep stages, and a morning readiness score.
 [Buyer] I've seen it slightly cheaper elsewhere. Can you do 43,801 taka?
 [Merchant] Since you are confirming today, I can meet you in the middle at 45,151 taka.
 [Buyer] Meet me at 44,851 taka and I'll pay immediately.
 [Merchant] That's really the limit - but fine, 44,851 taka since you're ordering today.
 [Buyer] Deal at 44,851 taka. Let's proceed. I need it delivered to my home. What's the procedure?
 [Merchant] We offer home delivery all over Bangladesh via Steadfast/Pathao. Inside Dhaka is 100 taka (24 hours), Outside Dhaka is 160 taka (48-72 hours). For order confirmation, a 500 taka advance via bKash is mandatory. The balance is full Cash on Delivery (COD).
 [Buyer] I prefer paying everything when I have the product in my hands. Can we skip the advance?
 [Merchant] Sir, it's just 500 taka for courier security. We have a solid 5-year track record and thousands of reviews. We cannot bypass this policy, unfortunately.
 [Buyer] Fair enough. I'll send the 500 taka to confirm the booking.
 [Merchant] Thank you for understanding! Please send 500 taka to 01738000669 (Merchant) and share the TrxID.
 [Buyer] Sent 500 taka. TrxID is BK71X443P. Please deliver to: Zindabazar, Lamabazar Road, Sylhet. Mobile: 01711223388.
 [Merchant] Payment received and verified. Your order is confirmed. The remaining 44,451 taka will be collected on delivery.",yes,PURCHASE_COMMITTED,TechSpecsNerd,Garmin Forerunner 265 GPS Watch,Sports & Fitness
10222,ENG_223,"[Buyer] Could you please confirm if the Viofo A129 Pro Duo 4K Dash Cam is available in your inventory right now?
 [Merchant] Greetings. All products sold are 100% genuine with official manufacturer warranty. Yes, it is currently in stock and available for immediate dispatch.
 [Buyer] I noticed another store selling a similar unit at a lower cost. Could you kindly explain why I should purchase from your shop instead?
 [Merchant] We provide verified authentic units backed by a full official warranty and reliable after-sales service. Lower-priced offers elsewhere are typically grey-market imports carrying no valid local warranty protection.
 [Buyer] Thank you for clarifying. I just have one quick question regarding the specifications please, does it include built-in WiFi so I can download my videos easily?
 [Merchant] Affirmative. It is equipped with dual-band 2.4GHz and 5GHz WiFi for rapid video transfer to mobile devices, and every unit is covered by our comprehensive warranty and authenticity guarantee.
 [Buyer] That sounds good, thank you. Could you please let me know what the final price for this item would be?
 [Merchant] The standard retail price for this model is 23,500 taka, which includes our official store warranty and guaranteed authenticity.
 [Buyer] Is there any room for flexibility on that price, or is it strictly fixed? I was hoping to purchase it for around 21,456 taka if possible.
 [Merchant] Considering your interest, we can offer it to you for 22,478 taka. Please understand that this is our absolute lowest limit while maintaining full warranty coverage.
 [Buyer] Would you please agree to meet me at 22,178 taka? If so, I am ready to complete the payment right away. Thank you.
 [Merchant] Very well, we can accept 22,178 taka for this authentic unit. However, please note that this is our final policy-compliant price adjustment.
 [Buyer] I appreciate your help and flexibility. Please allow me to think about it overnight, and I will message you again if I decide to proceed with the purchase.
 [Merchant] Take all the time you need, there is no pressure at all. Our authorized warranty offer remains available, so just drop us a message whenever you are ready.",no,DEFERRED_CONSIDERATION,Ghoster,Viofo A129 Pro Duo 4K Dash Cam,Automotive & Riding Gear
10223,ENG_224,"[Buyer] Good afternoon! Could you please let me know if you currently have the Dyson Purifier Cool TP07 in stock?
 [Merchant] Good day, valued customer. Yes indeed, sir/ma'am, we have it in stock and ready for prompt dispatch.
 [Buyer] Would you mind sending a quick photo of the unopened box along with today's date on a slip, please? Thank you.
 [Merchant] Certainly, ma'am/sir. I am attaching a genuine picture right now with our official shop card placed right beside it for your peace of mind.
 [Buyer] That is wonderful, thank you. Could you confirm its exact condition and whether the packaging is entirely untouched, please?
 [Merchant] I can assure you completely, sir/ma'am, that it is factory sealed and brand new. You will be the very first person to break the seal.
 [Buyer] I appreciate that. Could you tell me how frequently the filters need to be swapped out, please?
 [Merchant] Typically about every 12 months assuming roughly 12 hours of daily use, sir/ma'am, and the mobile app will conveniently monitor the remaining filter life for you.
 [Buyer] Thank you so much for explaining all of that. I just need a day or two to think it over before I make my final decision, please.
 [Merchant] That is totally fine, sir/ma'am. Take all the time you need, and have a wonderful day ahead!",no,DEFERRED_CONSIDERATION,TrustSeeker,Dyson Purifier Cool TP07,Home & Kitchen Appliances
10224,ENG_225,"[Buyer] hi u got fujifilm x-t30 ii mirrorless camera
 [Merchant] ok yes, brand new stock available.
 [Buyer] got it price pls
 [Merchant] Price is 98,000 taka.
 [Buyer] one more thing mic input is there?
 [Merchant] Yes, 3.5mm mic jack present, plus headphones via USB-C adapter. Official specs confirmed
 [Buyer] any discount can u do 95,405 taka
 [Merchant] lowest is 96,703 taka for u
 [Buyer] ok deal 96,703 taka shipping cost kitna
 [Merchant] Dhaka delivery 100 taka, outside 160 taka. Dispatch right away. Send 500 taka bKash advance for courier, rest on COD.
 [Buyer] fine sending adv now
 [Merchant] Thanks! Send 500 taka to 01737771303 (Merchant) & send TrxID
 [Buyer] ok sent 500 trx bk60x453p send to house 14 road 3 dhanmondi dhaka cell 01687654321
 [Merchant] Payment verified, order locked. Remaining 96,363 taka on COD.",yes,PURCHASE_COMMITTED,Ghoster,Fujifilm X-T30 II Mirrorless Camera,Audio & Visual Gear
10225,ENG_226,"[Buyer] Samsung T7 Shield 2TB Portable SSD available?
 [Merchant] good day, sir. Yes, we currently hvae brand new units available in stock.
 [Buyer] well what cables come in the box?
 [Merchant] Rest assured, ma'am, yuo will find both USB-C to C and USB-C to A cables included inside
 [Buyer] Another seller is cheaper. Why your store?
 [Merchant] Lower pricing elsewhere often points to gray market imports, sir. Our items are completely official and include proper documentation.
 [Buyer] Price?
 [Merchant] yes we are offering this specific unit at 22,500, taka ma'am.
 [Buyer] Lowest price? 20,889 taka?
 [Merchant] yes i am sorry, sir, but our price is strictly set at 22,500 taka. Please remember that we ensure 100% authenticity and official warranty support, which unauthorized sellers fail to provide.
 [Buyer] Understood.
 [Merchant] yes thank you for reaching out to us, ma'am. hvae a wonderful day!",no,INQUIRY_DROPOUT,LowBaller,Samsung T7 Shield 2TB Portable SSD,Computing & Peripherals
